Lektion,Deutsch,Turkisch,Arabisch (العربية),Farsi (فارسی),Kurdisch (Kurmancî),Ukrainisch (Українська),Englisch,Beispiel Satz
11,pochend,Zonklayan,نابض (ألم),درد ضربان‌دار,Lêder (êş),пульсуючий,throbbing,"Nach dem Schlag auf den Finger spürte er einen heftigen, pochenden Schmerz in der Fingerspitze."
11,stechend,"Batıcı, keskin (ağrı)",واكز (ألم),درد تیرکشنده,Tîj (êş),гострий / колючий (біль),stabbing / sharp,"Ein plötzlicher, stechender Schmerz im Rücken hinderte ihn daran, sich weiter aufrecht zu bewegen."
11,ziehend,"Çekici, sızılı (ağrı)",ألم ممتد,درد کششی,Kêşbar (êş),тягнучий (біль),pulling / tugging,Ein ziehender Schmerz in den Waden kann oft ein Zeichen für einen akuten Mangel an Magnesium sein.
11,"die Aufnahme, -n","Kabul, kayıt",قبول / استقبال,پذیرش,Tomar / Pejirandin,прийом / запис,admission / recording,"Die Aufnahme im Krankenhaus verlief reibungslos, da alle Unterlagen bereits vorbereitet waren."
11,"die Drohung, -en",Tehdit,تهديد,تهدید,Gef,погроза,threat,"Die offene Drohung mit Streiks führte schließlich dazu, dass die Arbeitgeber ihr Angebot verbesserten."
11,"die Konsequenz, -en","Sonuç, netice",عاقبة / نتيجة,پیامد,Encam,наслідок,consequence,"Wer sich nicht an die Sicherheitsregeln hält, muss mit ernsten arbeitsrechtlichen Konsequenzen rechnen."
11,jemanden abhalten von,Birini ...den alıkoymak,يمنع شخصاً عن,باز داشتن کسی از,Asteng kirin,утримувати когось від,to prevent s.o. from,"Seine Angst vor Fehlern sollte ihn nicht davon abhalten, neue berufliche Herausforderungen anzunehmen."
11,Druck ausüben auf (+ Akk.),...ye baskı yapmak,يمارس ضغطاً على,فشار آوردن بر,Zext lê kirin,чинити тиск на,to exert pressure on,"Die Gewerkschaften versuchen, durch Proteste Druck auf die Politik auszuüben, um Reformen zu erzielen."
11,"die Akupunktur, -en",Akupunktur,الوخز بالإبر,طب سوزنی,Akupunktur,акупунктура,acupuncture,Akupunktur wird oft als ergänzende Heilmethode bei der Behandlung von chronischen Schmerzen eingesetzt.
11,"die Behandlung, -en","Tedavi, muamele",علاج / معاملة,درمان / رفتار,Dermankirin,лікування / поводження,treatment,Nach der erfolgreichen Behandlung im Sanatorium fühlte er sich wieder fit für den Arbeitsalltag.
11,die Heilkunde (Sg.),"Tıp bilmi, şifacılık",علم الشفاء,طب / دانش پزشکی,Zanista şifayê,медицина / мистецтво лікування,medicine,Die traditionelle chinesische Heilkunde basiert auf einem völlig anderen Verständnis des Körpers.
11,die Homöopathie (Sg.),Homöopati,المعالجة المثلية,هومیوپاتی,Homopatî,гомеопатія,homeopathy,Über die Wirksamkeit der Homöopathie gibt es in der wissenschaftlichen Medizin sehr geteilte Meinungen.
11,"die Seele, -n",Ruh,روح,روح,Giyan,душа,soul,"Körper und Seele bilden eine Einheit; wenn man psychisch leidet, wird man oft auch körperlich krank."
11,die Vorbeugung (Sg.),"Korunma, önlem",وقاية,پیشگیری,Pêşîgirtin,профілактика / запобігання,prevention,Eine gesunde Ernährung und regelmäßige Bewegung sind die beste Vorbeugung gegen Zivilisationskrankheiten.
11,"der Zustand, -¨e","Durum, hal",حالة / وضع,وضعیت,Rewş,стан,condition,Der gesundheitliche Zustand des Patienten hat sich nach der Operation glücklicherweise stabilisiert.
11,sich auskennen,Bilgi sahibi olmak,لديه خبرة / يعرف,سر در آوردن,Pispor bûn,орієнтуватися / знатися на чомусь,to be knowledgeable,Als erfahrener Apotheker kennt er sich bestens mit den verschiedenen Wirkstoffen von Medikamenten aus.
11,blockieren,"Engellemek, bloke etmek",يعيق / يسد,مسدود کردن,Asteng kirin,блокувати,to block,Eine Blockade in der Wirbelsäule kann wichtige Nervenbahnen blockieren und starke Schmerzen verursachen.
11,heilen,İyileştirmek,يشفي,شفا دادن,Baş kirin,лікувати / гоїти,to heal,"Manche Wunden brauchen viel Zeit, um vollständig zu heilen und keine Narben zu hinterlassen."
11,interpretieren,Yorumlamak,يفسر / يؤول,تفسیر کردن,Şirove kirin,інтерпретувати,to interpret,"Mediziner müssen Laborwerte sorgfältig interpretieren, um eine korrekte Diagnose stellen zu können."
11,praktizieren,"Uygulamak, doktorluk yapmak",يمارس (مهنة),ممارسه کردن,Bi kar anîn,практикувати,to practice,Sie praktiziert seit über zwanzig Jahren als Kinderärztin in einer Gemeinschaftspraxis im Zentrum.
11,regulieren,"Düzenlemek, ayarlamak",ينظم / يضبط,تنظیم کردن,Birêkûpêk kirin,регулювати,to regulate,"Bestimmte Medikamente helfen dabei, den Blutzuckerspiegel bei Diabetes-Patienten optimal zu regulieren."
11,reizen,"Tahriş etmek, uyarmak",يهيج / يستفز,تحریک کردن,Hêrs kirin,подразнювати / збуджувати,to irritate,Scharfe Reinigungsmittel können die empfindliche Haut an den Händen stark reizen und zu Rötungen führen.
11,"die Anwendung, -en","Uygulama, kullanım",تطبيق / استعمال,کاربرد,Bikaranîn,застосування,application,Vor der ersten Anwendung der Salbe sollten Sie die Packungsbeilage aufmerksam durchlesen.
11,"der Auslöser, -","Neden, tetikleyici",مسبب / محفز,عامل محرک,Sedem / Tetik,чинник / тригер,trigger,Häufig ist permanenter beruflicher Stress der eigentliche Auslöser für einen Burnout oder Depressionen.
11,"das Etikett, -en",Etiket,ملصق / علامة,برچسب,Etîket,етикетка,label,"Auf dem Etikett der Flasche steht genau beschrieben, wie hoch die tägliche Dosis des Mittels sein darf."
11,"die Nebenwirkung, -en",Yan etki,عرض جانبي,عارضه جانبی,Bandora nebaş,побічна дія,side effect,Fast jedes wirksame Medikament kann leider auch unerwünschte Nebenwirkungen beim Patienten auslösen.
11,"der Pollen, -","Polen, çiçek tozu",لقاح الأزهار,گرده گل,Toza kulîlkan,пилок,pollen,"Wenn im Frühling die ersten Pollen fliegen, leiden Allergiker oft unter Schnupfen und brennenden Augen."
11,die Schulmedizin (Sg.),Klasik tıp,الطب التقليدي,طب نوین,Bijîşkiya fermî,офіційна медицина,conventional medicine,"Die Schulmedizin erzielt oft große Erfolge, sollte aber durch naturheilkundliche Methoden ergänzt werden."
11,abweichen von (+ Dat.),"...den sapmak, farklı olmak",يختلف عن,مغایرت داشتن با,Cuda bûn ji,відхилятися від,to deviate from,Die tatsächlichen Ergebnisse der Studie weichen erheblich von den ursprünglichen Erwartungen ab.
11,sich bewähren,Kendini kanıtlamak,يثبت جدارته,امتحان پس دادن,Serkeftî bûn,виправдати себе,to prove oneself,"Das neue Medikament muss sich erst in klinischen Studien bewähren, bevor es eine Zulassung erhält."
11,deklarieren,"Beyan etmek, bildirmek",يصرح / يعلن,اظهار کردن,Eşkere kirin,заявляти / декларувати,to declare,Lebensmittelhersteller müssen alle Inhaltsstoffe auf der Verpackung korrekt und deutlich deklarieren.
11,diagnostizieren,Teşhis koymak,يشخص (مرضاً),تشخیص دادن,Tespît kirin,діагностувати,to diagnose,Der Facharzt konnte die seltene Krankheit erst nach zahlreichen komplizierten Tests sicher diagnostizieren.
11,integrieren,"Entegre etmek, katmak",يدمج,ادغام کردن,Tevlî kirin,інтегрувати,to integrate,"Es ist wichtig, Entspannungsübungen fest in den oft hektischen Berufsalltag zu integrieren."
11,tolerieren,"Hoş görmek, tahammül etmek",يتسامح مع,مدارا کردن,Tehamul kirin,толерувати,to tolerate,Der Körper des Patienten toleriert die Chemotherapie glücklicherweise besser als anfangs befürchtet.
11,verabreichen,(İlaç vb.) vermek,يعطي (دواءً),تجویز کردن,Danê,давати / вводити (ліки),to administer,Die Krankenschwester muss dem Patienten die Medikamente genau nach Plan des Arztes verabreichen.
11,Stellung nehmen zu,Görüş bildirmek,يبدي رأيه في,اظهار نظر کردن در,Raman anîn ziman,висловлювати свою позицію,to take a stand on,"Der Sprecher des Krankenhauses weigerte sich, Stellung zu den Vorwürfen der Nachlässigkeit zu nehmen."
11,etwas abbrechen,Bir şeyi yarıda kesmek,يقطع / ينهي مبكراً,قطع کردن چیزی,Di nîvî de hiştin,переривати щось,to abort / stop,Wegen starker Nebenwirkungen musste der Patient die Behandlung leider vorzeitig abbrechen.
11,chronisch,"Kronik, kalıcı",مزمن,مزمن,Kronîk,хронічний,chronic,Menschen mit chronischen Schmerzen benötigen eine ganz spezielle und langfristige medizinische Betreuung.
11,harmlos,Zararsız,غير ضار,بی‌خطر,Bêzirar,нешкідливий,harmless,"Die meisten Flecken auf der Haut sind völlig harmlos, sollten aber regelmäßig kontrolliert werden."
11,unzureichend,Yetersiz,غير كافٍ,ناکافی,Kêm,недостатній,insufficient,Die hygienischen Bedingungen in manchen ländlichen Kliniken sind leider immer noch völlig unzureichend.
11,"das Labor, -s/-e",Laboratuvar,مختبر,آزمایشگاه,Laboratuvar,лабораторія,laboratory,"Die Blutprobe wurde zur genaueren Untersuchung ins Labor geschickt, um Entzündungswerte zu prüfen."
12,"das Lebensmotto, -s",Hayat mottosu,شعار الحياة,شعار زندگی,Dirûşmê jiyanê,життєве кредо,life motto,"Mein persönliches Lebensmotto lautet: ""Man lernt nie aus"", weshalb ich mich ständig weiterbilde."
12,"das Talent, -e",Yetenek,موهبة,استعداد / تلنت,Huner / Talent,талант,talent,"Sie besitzt ein außergewöhnliches Talent dafür, komplizierte Sachverhalte einfach zu erklären."
12,"die Aktion, -en",Eylem / Kampanya,حملة / نشاط,اقدام / عملیات,Çalakî,акція / дія,action / campaign,Die Umweltschutzorganisation startete eine landesweite Aktion gegen die Verschmutzung der Meere.
12,"die Ausrüstung, -en",Donanım / Ekipman,معدات / تجهيزات,تجهیزات,Amûr / Alav,спорядження,equipment,Für eine Wanderung im Hochgebirge ist eine professionelle Ausrüstung absolut lebensnotwendig.
12,"das Element, -e",Element / Öğe,عنصر,عنصر,Hêman,елемент,element,Wasser ist das zentrale Element in dieser Region und prägt die gesamte Landschaft und Wirtschaft.
12,"die Etappe, -n",Aşama / Etap,مرحلة / محطة,مرحله,Qonax,етап,stage,"Die Tour de France besteht aus vielen verschiedenen Etappen, die den Fahrern alles abverlangen."
12,"der Geschäftsbericht, -e",Faaliyet raporu,تقرير العمل السنوي,گزارش عملکرد,Rapora karsaziyê,річний звіт,annual report,Der aktuelle Geschäftsbericht des Konzerns weist trotz der Krise einen beachtlichen Gewinn aus.
12,"der Konzern, -e",Holding / Büyük şirket,شركة كبرى,کنسرسیوم / هلدینگ,Parganî / Kompanya,концерн,corporation,"Der internationale Konzern plant, in den nächsten Jahren massiv in erneuerbare Energien zu investieren."
12,"die Mündung, -en",Nehir ağzı,مصب النهر,دهانه رودخانه,Devê çem,гирло,mouth (of a river),"An der Mündung des Flusses in das Meer befindet sich eine malerische, alte Hafenstadt."
12,"das Motiv, -e",Motiv / Neden,دافع / موضوع,انگیزه,Sedem,мотив,motive / theme,Das Hauptmotiv in seinem neuen Roman ist die Suche nach der eigenen Identität in einer fremden Welt.
12,"die Provokation, -en",Kışkırtma / Provokasyon,استفزاز,تحریک / پرووکاسیون,Provokasyon,провокація,provocation,Seine radikalen Aussagen wurden von vielen Experten als bewusste Provokation wahrgenommen.
12,"die Quelle, -n",Kaynak,مصدر,منبع,Kanî / Jêder,джерело,source,"Bevor man Informationen im Internet verbreitet, sollte man immer die Seriosität der Quelle prüfen."
12,"die Ressource, -n",Kaynak / Rezerv,مورد / مصدر,منبع / ذخیره,Çavkanî,ресурс,resource,Sauberes Wasser wird in Zukunft eine der kostbarsten Ressourcen auf unserem Planeten sein.
12,der Respekt (Sg.),Saygı,احترام,احترام,Rêz,повага,respect,Der gegenseitige Respekt vor anderen Kulturen ist die Basis für ein friedliches Zusammenleben.
12,"das Wunder, -",Mucize,معجزة,معجزه,Mucize,диво,miracle,"Es grenzt fast an ein Wunder, dass bei dem schweren Autounfall niemand ernsthaft verletzt wurde."
12,abbrechen,İptal etmek / Yarıda kesmek,يقطع / يلغي,قطع کردن,Di nîvî de hiştin,переривати,to abort / break off,Wegen des plötzlichen Unwetters mussten die Bergsteiger ihre Expedition kurz vor dem Gipfel abbrechen.
12,applaudieren,Alkışlamak,يصفق,تشویق کردن,Çepik lê dan,аплодувати,to applaud,"Das gesamte Publikum stand auf, um dem Orchester für die fantastische Leistung minutenlang zu applaudieren."
12,bezeichnen als,...olarak adlandırmak,يصف بـ / يلقب,نامیدن به عنوان,Binavkirin,називати / позначати як,to describe as,Viele Kritiker bezeichnen diesen Film als das bedeutendste Meisterwerk des jungen Regisseurs.
12,verschlucken,Yutmak,يبتلع,بلعیدن,Daqurtandin,ковтати,to swallow,"Er war so aufgeregt, dass er beim Sprechen fast jedes zweite Wort zu verschlucken schien."
12,niedrig,Alçak / Düşük,منخفض,پایین,Nizim,низький,low,Die Arbeitslosenquote in dieser Region ist im Vergleich zum restlichen Land erstaunlich niedrig.
12,rätoromanisch,Retoromanca,الرومانشية (لغة),زبان رومانش,Romansî,ретороманська (мова),Romansh,In manchen Teilen der Schweiz wird noch heute die vierte Landessprache Rätoromanisch gesprochen.
12,spektakulär,Görkemli / Olağanüstü,مذهل,تماشایی,Balkêş,вражаючий,spectacular,Die Aussicht von der Spitze des Berges über das gesamte Tal war einfach nur spektakulär.
12,ständig,Sürekli,دائماً / باستمرار,همیشگی,Herdemî,постійний,constant,Der ständige Lärm der Autobahn beeinträchtigt die Lebensqualität der Anwohner in diesem Viertel erheblich.
